IPS,MaskS,PortS,IPD,MaskD,PortD,Cost
10.1.137.40,24,3076,10.1.137.89,24,3159,115
10.1.137.40,24,3076,10.1.137.27,24,3160,38
10.1.137.40,24,3076,10.1.137.147,24,3177,110
10.1.137.40,24,3076,10.1.137.177,24,3195,51
10.1.137.40,24,3076,10.1.137.177,24,3197,42
10.1.137.40,24,3077,10.1.137.67,24,3081,27
10.1.137.40,24,3077,10.1.138.36,24,3103,74
10.1.137.40,24,3077,10.1.137.60,24,3114,105
10.1.137.40,24,3077,10.1.137.27,24,3161,48
10.1.137.40,24,3078,10.1.138.36,24,3103,43
10.1.137.40,24,3078,10.1.137.27,24,3166,20
10.1.137.40,24,3078,10.1.137.228,24,3181,49
10.1.137.67,24,3080,10.1.137.247,24,3125,81
10.1.137.67,24,3080,10.1.137.159,24,3132,63
10.1.137.67,24,3080,10.1.137.228,24,3181,103
10.1.137.67,24,3081,10.1.138.36,24,3100,107
10.1.137.67,24,3081,10.1.138.36,24,3102,114
10.1.137.67,24,3081,10.1.137.159,24,3133,85
10.1.137.67,24,3081,10.1.137.95,24,3140,66
10.1.137.67,24,3081,10.1.137.95,24,3145,101
10.1.137.67,24,3081,10.1.137.89,24,3152,79
10.1.137.67,24,3081,10.1.137.27,24,3165,21
10.1.137.67,24,3081,10.1.137.177,24,3195,76
10.1.137.67,24,3082,10.1.137.67,24,3084,36
10.1.137.67,24,3082,10.1.137.60,24,3113,95
10.1.137.67,24,3082,10.1.137.60,24,3116,30
10.1.137.67,24,3082,10.1.137.27,24,3164,99
10.1.137.67,24,3082,10.1.137.147,24,3171,46
10.1.137.67,24,3082,10.1.137.147,24,3179,91
10.1.137.67,24,3082,10.1.137.177,24,3197,90
10.1.137.67,24,3083,10.1.138.36,24,3102,114
10.1.137.67,24,3083,10.1.138.36,24,3106,106
10.1.137.67,24,3083,10.1.137.60,24,3113,50
10.1.137.67,24,3083,10.1.137.159,24,3132,35
10.1.137.67,24,3083,10.1.137.89,24,3154,117
10.1.137.67,24,3083,10.1.137.147,24,3175,69
10.1.137.67,24,3084,10.1.137.159,24,3136,89
10.1.137.67,24,3084,10.1.137.95,24,3144,51
10.1.137.67,24,3084,10.1.137.228,24,3188,103
10.1.137.67,24,3085,10.1.137.247,24,3121,60
10.1.137.67,24,3085,10.1.137.228,24,3184,119
10.1.137.67,24,3086,10.1.137.45,24,3097,23
10.1.137.67,24,3086,10.1.137.45,24,3099,67
10.1.137.67,24,3086,10.1.138.36,24,3108,97
10.1.137.67,24,3086,10.1.137.159,24,3133,54
10.1.137.67,24,3086,10.1.137.27,24,3160,46
10.1.137.67,24,3086,10.1.137.147,24,3171,101
10.1.137.67,24,3086,10.1.137.147,24,3172,61
10.1.137.67,24,3086,10.1.137.177,24,3194,105
10.1.137.67,24,3087,10.1.138.36,24,3105,54
10.1.137.67,24,3087,10.1.137.247,24,3127,96
10.1.137.67,24,3087,10.1.137.95,24,3149,103
10.1.137.67,24,3087,10.1.137.147,24,3175,77
10.1.137.67,24,3087,10.1.137.228,24,3182,102
10.1.137.67,24,3088,10.1.137.45,24,3097,49
10.1.137.67,24,3088,10.1.137.95,24,3143,33
10.1.137.67,24,3088,10.1.137.147,24,3171,100
10.1.137.67,24,3089,10.1.137.60,24,3117,21
10.1.137.67,24,3089,10.1.137.159,24,3133,93
10.1.137.45,24,3090,10.1.137.45,24,3092,31
10.1.137.45,24,3090,10.1.137.45,24,3095,34
10.1.137.45,24,3090,10.1.137.159,24,3138,35
10.1.137.45,24,3090,10.1.137.228,24,3187,75
10.1.137.45,24,3090,10.1.137.177,24,3192,107
10.1.137.45,24,3091,10.1.137.247,24,3123,109
10.1.137.45,24,3091,10.1.137.159,24,3134,85
10.1.137.45,24,3091,10.1.137.95,24,3140,89
10.1.137.45,24,3091,10.1.137.95,24,3146,113
10.1.137.45,24,3091,10.1.137.95,24,3147,32
10.1.137.45,24,3092,10.1.137.45,24,3095,39
10.1.137.45,24,3092,10.1.137.247,24,3129,73
10.1.137.45,24,3092,10.1.137.228,24,3180,54
10.1.137.45,24,3093,10.1.137.60,24,3114,109
10.1.137.45,24,3093,10.1.137.247,24,3122,109
10.1.137.45,24,3093,10.1.137.27,24,3162,88
10.1.137.45,24,3094,10.1.138.36,24,3104,85
10.1.137.45,24,3094,10.1.137.60,24,3112,96
10.1.137.45,24,3094,10.1.137.60,24,3115,44
10.1.137.45,24,3094,10.1.137.159,24,3134,67
10.1.137.45,24,3094,10.1.137.89,24,3159,92
10.1.137.45,24,3094,10.1.137.177,24,3196,118
10.1.137.45,24,3095,10.1.137.27,24,3162,27
10.1.137.45,24,3095,10.1.137.147,24,3174,90
10.1.137.45,24,3095,10.1.137.147,24,3178,24
10.1.137.45,24,3095,10.1.137.177,24,3192,27
10.1.137.45,24,3096,10.1.137.60,24,3111,32
10.1.137.45,24,3096,10.1.137.60,24,3118,113
10.1.137.45,24,3096,10.1.137.247,24,3126,79
10.1.137.45,24,3096,10.1.137.159,24,3132,59
10.1.137.45,24,3096,10.1.137.95,24,3140,76
10.1.137.45,24,3096,10.1.137.27,24,3161,81
10.1.137.45,24,3096,10.1.137.27,24,3165,93
10.1.137.45,24,3096,10.1.137.228,24,3180,26
10.1.137.45,24,3096,10.1.137.228,24,3183,90
10.1.137.45,24,3096,10.1.137.177,24,3198,112
10.1.137.45,24,3096,10.1.137.177,24,3199,51
10.1.137.45,24,3097,10.1.138.36,24,3101,28
10.1.137.45,24,3097,10.1.138.36,24,3104,55
10.1.137.45,24,3097,10.1.137.27,24,3163,23
10.1.137.45,24,3097,10.1.137.27,24,3166,114
10.1.137.45,24,3098,10.1.138.36,24,3107,62
10.1.137.45,24,3098,10.1.138.36,24,3108,75
10.1.137.45,24,3098,10.1.137.95,24,3140,89
10.1.137.45,24,3098,10.1.137.89,24,3154,48
10.1.137.45,24,3098,10.1.137.89,24,3158,64
10.1.137.45,24,3099,10.1.138.36,24,3105,37
10.1.137.45,24,3099,10.1.137.177,24,3197,80
10.1.138.36,24,3100,10.1.137.247,24,3120,87
10.1.138.36,24,3100,10.1.137.159,24,3131,50
10.1.138.36,24,3100,10.1.137.95,24,3144,78
10.1.138.36,24,3100,10.1.137.95,24,3149,51
10.1.138.36,24,3100,10.1.137.228,24,3186,80
10.1.138.36,24,3100,10.1.137.177,24,3191,110
10.1.138.36,24,3101,10.1.138.36,24,3103,28
10.1.138.36,24,3101,10.1.137.247,24,3120,21
10.1.138.36,24,3101,10.1.137.27,24,3168,85
10.1.138.36,24,3102,10.1.137.60,24,3114,85
10.1.138.36,24,3102,10.1.137.247,24,3129,98
10.1.138.36,24,3102,10.1.137.27,24,3169,31
10.1.138.36,24,3102,10.1.137.147,24,3179,59
10.1.138.36,24,3102,10.1.137.177,24,3196,57
10.1.138.36,24,3103,10.1.137.147,24,3170,42
10.1.138.36,24,3104,10.1.137.159,24,3134,102
10.1.138.36,24,3104,10.1.137.95,24,3144,46
10.1.138.36,24,3104,10.1.137.89,24,3155,95
10.1.138.36,24,3104,10.1.137.177,24,3193,51
10.1.138.36,24,3105,10.1.137.60,24,3119,37
10.1.138.36,24,3105,10.1.137.247,24,3128,94
10.1.138.36,24,3105,10.1.137.159,24,3131,38
10.1.138.36,24,3105,10.1.137.147,24,3176,71
10.1.138.36,24,3106,10.1.138.36,24,3107,72
10.1.138.36,24,3106,10.1.137.159,24,3133,55
10.1.138.36,24,3106,10.1.137.159,24,3138,51
10.1.138.36,24,3106,10.1.137.147,24,3176,83
10.1.138.36,24,3106,10.1.137.228,24,3180,49
10.1.138.36,24,3106,10.1.137.177,24,3199,52
10.1.138.36,24,3107,10.1.137.60,24,3111,68
10.1.138.36,24,3107,10.1.137.89,24,3158,115
10.1.138.36,24,3107,10.1.137.228,24,3189,54
10.1.138.36,24,3108,10.1.137.60,24,3113,40
10.1.138.36,24,3108,10.1.137.60,24,3119,34
10.1.138.36,24,3109,10.1.137.147,24,3171,73
10.1.137.60,24,3110,10.1.137.247,24,3122,36
10.1.137.60,24,3110,10.1.137.95,24,3146,35
10.1.137.60,24,3112,10.1.137.247,24,3122,86
10.1.137.60,24,3112,10.1.137.177,24,3196,44
10.1.137.60,24,3113,10.1.137.60,24,3117,113
10.1.137.60,24,3113,10.1.137.159,24,3131,97
10.1.137.60,24,3113,10.1.137.159,24,3137,46
10.1.137.60,24,3113,10.1.137.95,24,3143,41
10.1.137.60,24,3113,10.1.137.177,24,3194,55
10.1.137.60,24,3114,10.1.137.60,24,3119,82
10.1.137.60,24,3114,10.1.137.95,24,3145,40
10.1.137.60,24,3114,10.1.137.177,24,3193,56
10.1.137.60,24,3114,10.1.137.177,24,3196,40
10.1.137.60,24,3115,10.1.137.247,24,3129,51
10.1.137.60,24,3115,10.1.137.177,24,3194,74
10.1.137.60,24,3115,10.1.137.177,24,3195,78
10.1.137.60,24,3116,10.1.137.95,24,3149,81
10.1.137.60,24,3117,10.1.137.247,24,3122,47
10.1.137.60,24,3117,10.1.137.247,24,3123,103
10.1.137.60,24,3117,10.1.137.89,24,3155,110
10.1.137.60,24,3118,10.1.137.147,24,3175,119
10.1.137.60,24,3118,10.1.137.177,24,3191,119
10.1.137.60,24,3119,10.1.137.247,24,3125,70
10.1.137.60,24,3119,10.1.137.95,24,3142,112
10.1.137.60,24,3119,10.1.137.27,24,3160,102
10.1.137.60,24,3119,10.1.137.228,24,3189,25
10.1.137.247,24,3120,10.1.137.159,24,3132,56
10.1.137.247,24,3120,10.1.137.95,24,3146,58
10.1.137.247,24,3120,10.1.137.95,24,3149,112
10.1.137.247,24,3121,10.1.137.27,24,3162,104
10.1.137.247,24,3121,10.1.137.228,24,3180,115
10.1.137.247,24,3121,10.1.137.177,24,3191,84
10.1.137.247,24,3121,10.1.137.177,24,3193,87
10.1.137.247,24,3122,10.1.137.95,24,3143,109
10.1.137.247,24,3122,10.1.137.89,24,3157,69
10.1.137.247,24,3122,10.1.137.27,24,3160,95
10.1.137.247,24,3122,10.1.137.147,24,3176,30
10.1.137.247,24,3123,10.1.137.159,24,3135,87
10.1.137.247,24,3123,10.1.137.147,24,3170,80
10.1.137.247,24,3124,10.1.137.159,24,3134,25
10.1.137.247,24,3124,10.1.137.95,24,3149,49
10.1.137.247,24,3124,10.1.137.89,24,3158,97
10.1.137.247,24,3124,10.1.137.177,24,3190,119
10.1.137.247,24,3125,10.1.137.228,24,3184,73
10.1.137.247,24,3126,10.1.137.159,24,3134,32
10.1.137.247,24,3126,10.1.137.159,24,3135,70
10.1.137.247,24,3126,10.1.137.228,24,3180,80
10.1.137.247,24,3126,10.1.137.228,24,3185,108
10.1.137.247,24,3127,10.1.137.95,24,3140,93
10.1.137.247,24,3127,10.1.137.89,24,3159,39
10.1.137.247,24,3127,10.1.137.27,24,3160,21
10.1.137.247,24,3127,10.1.137.177,24,3198,42
10.1.137.247,24,3128,10.1.137.159,24,3136,32
10.1.137.247,24,3128,10.1.137.177,24,3195,34
10.1.137.247,24,3129,10.1.137.159,24,3132,79
10.1.137.247,24,3129,10.1.137.159,24,3135,43
10.1.137.247,24,3129,10.1.137.228,24,3188,96
10.1.137.159,24,3130,10.1.137.27,24,3165,88
10.1.137.159,24,3131,10.1.137.95,24,3143,86
10.1.137.159,24,3131,10.1.137.95,24,3144,108
10.1.137.159,24,3132,10.1.137.27,24,3168,73
10.1.137.159,24,3133,10.1.137.95,24,3147,101
10.1.137.159,24,3133,10.1.137.147,24,3170,79
10.1.137.159,24,3133,10.1.137.228,24,3186,99
10.1.137.159,24,3133,10.1.137.177,24,3198,40
10.1.137.159,24,3134,10.1.137.159,24,3138,37
10.1.137.159,24,3134,10.1.137.95,24,3148,111
10.1.137.159,24,3134,10.1.137.27,24,3165,86
10.1.137.159,24,3135,10.1.137.89,24,3152,29
10.1.137.159,24,3135,10.1.137.177,24,3195,98
10.1.137.159,24,3136,10.1.137.159,24,3137,104
10.1.137.159,24,3137,10.1.137.95,24,3145,78
10.1.137.159,24,3137,10.1.137.89,24,3150,38
10.1.137.159,24,3137,10.1.137.89,24,3155,97
10.1.137.159,24,3137,10.1.137.147,24,3176,50
10.1.137.159,24,3137,10.1.137.147,24,3177,30
10.1.137.159,24,3138,10.1.137.27,24,3167,113
10.1.137.159,24,3138,10.1.137.147,24,3175,56
10.1.137.159,24,3139,10.1.137.95,24,3145,77
10.1.137.159,24,3139,10.1.137.147,24,3175,27
10.1.137.159,24,3139,10.1.137.147,24,3176,101
10.1.137.159,24,3139,10.1.137.177,24,3199,102
10.1.137.95,24,3140,10.1.137.89,24,3156,77
10.1.137.95,24,3140,10.1.137.27,24,3163,67
10.1.137.95,24,3141,10.1.137.95,24,3149,98
10.1.137.95,24,3141,10.1.137.147,24,3171,60
10.1.137.95,24,3142,10.1.137.89,24,3158,106
10.1.137.95,24,3142,10.1.137.27,24,3166,36
10.1.137.95,24,3142,10.1.137.147,24,3170,56
10.1.137.95,24,3143,10.1.137.95,24,3149,50
10.1.137.95,24,3143,10.1.137.27,24,3164,92
10.1.137.95,24,3143,10.1.137.147,24,3173,59
10.1.137.95,24,3144,10.1.137.89,24,3156,87
10.1.137.95,24,3144,10.1.137.27,24,3164,114
10.1.137.95,24,3144,10.1.137.228,24,3185,110
10.1.137.95,24,3145,10.1.137.89,24,3155,84
10.1.137.95,24,3145,10.1.137.147,24,3178,76
10.1.137.95,24,3145,10.1.137.228,24,3189,72
10.1.137.95,24,3146,10.1.137.177,24,3191,60
10.1.137.95,24,3146,10.1.137.177,24,3193,82
10.1.137.95,24,3147,10.1.137.27,24,3166,89
10.1.137.95,24,3148,10.1.137.228,24,3189,86
10.1.137.95,24,3149,10.1.137.89,24,3158,43
10.1.137.89,24,3150,10.1.137.228,24,3188,104
10.1.137.89,24,3152,10.1.137.27,24,3160,26
10.1.137.89,24,3152,10.1.137.147,24,3179,42
10.1.137.89,24,3152,10.1.137.177,24,3197,91
10.1.137.89,24,3154,10.1.137.147,24,3178,64
10.1.137.89,24,3154,10.1.137.228,24,3185,65
10.1.137.89,24,3155,10.1.137.177,24,3195,37
10.1.137.89,24,3156,10.1.137.177,24,3191,26
10.1.137.89,24,3157,10.1.137.228,24,3181,116
10.1.137.89,24,3157,10.1.137.228,24,3187,89
10.1.137.89,24,3157,10.1.137.177,24,3192,113
10.1.137.89,24,3158,10.1.137.27,24,3161,107
10.1.137.89,24,3158,10.1.137.147,24,3174,59
10.1.137.89,24,3159,10.1.137.177,24,3193,22
10.1.137.89,24,3159,10.1.137.177,24,3195,57
10.1.137.27,24,3160,10.1.137.177,24,3195,66
10.1.137.27,24,3161,10.1.137.27,24,3163,94
10.1.137.27,24,3163,10.1.137.177,24,3195,117
10.1.137.27,24,3164,10.1.137.27,24,3168,54
10.1.137.27,24,3164,10.1.137.147,24,3170,31
10.1.137.27,24,3165,10.1.137.228,24,3183,33
10.1.137.27,24,3165,10.1.137.228,24,3185,20
10.1.137.27,24,3165,10.1.137.228,24,3186,55
10.1.137.27,24,3165,10.1.137.177,24,3195,26
10.1.137.27,24,3166,10.1.137.147,24,3172,40
10.1.137.27,24,3167,10.1.137.147,24,3177,90
10.1.137.27,24,3169,10.1.137.228,24,3188,72
10.1.137.27,24,3169,10.1.137.177,24,3198,25
10.1.137.147,24,3170,10.1.137.147,24,3177,80
10.1.137.147,24,3170,10.1.137.177,24,3195,62
10.1.137.147,24,3170,10.1.137.177,24,3198,78
10.1.137.147,24,3171,10.1.137.228,24,3185,91
10.1.137.147,24,3173,10.1.137.228,24,3182,75
10.1.137.147,24,3174,10.1.137.147,24,3175,58
10.1.137.147,24,3175,10.1.137.147,24,3178,105
10.1.137.147,24,3175,10.1.137.177,24,3196,39
10.1.137.147,24,3178,10.1.137.228,24,3182,92
10.1.137.228,24,3181,10.1.137.228,24,3184,83
10.1.137.228,24,3181,10.1.137.228,24,3187,84
10.1.137.228,24,3182,10.1.137.228,24,3188,92
10.1.137.228,24,3183,10.1.137.228,24,3186,59
10.1.137.228,24,3184,10.1.137.177,24,3199,34
10.1.137.228,24,3186,10.1.137.228,24,3189,87
10.1.137.228,24,3186,10.1.137.177,24,3191,31
10.1.137.228,24,3187,10.1.137.177,24,3193,112
10.1.137.228,24,3188,10.1.137.177,24,3191,94
10.1.137.228,24,3188,10.1.137.177,24,3193,32
10.1.137.177,24,3191,10.1.137.177,24,3192,59
10.1.137.177,24,3193,10.1.137.177,24,3197,49
